log_id,customer_id,usedate
L00000049162023,HD982934,2019-01-03
L00000049162024,HD988129,2019-01-03
L00000049162025,HI013029,2019-01-03
L00000049162026,HI024535,2019-01-03
L00000049162027,HI057067,2019-01-03
L00000049162028,HI067846,2019-01-03
L00000049162029,HI084482,2019-01-03
L00000049162030,HI086872,2019-01-03
L00000049162031,HI092194,2019-01-03
L00000049162032,HI099779,2019-01-03
L00000049162033,HI101829,2019-01-03
L00000049162034,HI103175,2019-01-03
L00000049162035,HI113055,2019-01-03
L00000049162036,HI140455,2019-01-03
L00000049162037,HI151829,2019-01-03
L00000049162038,HI183239,2019-01-03
L00000049162039,HI183246,2019-01-03
L00000049162040,HI183847,2019-01-03
L00000049162041,HI184156,2019-01-03
L00000049162042,HI218595,2019-01-03
L00000049162043,HI292858,2019-01-03
L00000049162044,HI296573,2019-01-03
L00000049162045,HI305974,2019-01-03
L00000049162046,HI320690,2019-01-03
L00000049162047,HI324381,2019-01-03
L00000049162048,HI331377,2019-01-03
L00000049162049,HI363056,2019-01-03
L00000049162050,HI378471,2019-01-03
L00000049162051,HI415680,2019-01-03
L00000049162052,HI421707,2019-01-03
L00000049162053,HI422675,2019-01-03
L00000049162054,HI456699,2019-01-03
L00000049162055,HI466749,2019-01-03
L00000049162056,HI470508,2019-01-03
L00000049162057,HI477055,2019-01-03
L00000049162058,HI481405,2019-01-03
L00000049162059,HI483820,2019-01-03
L00000049162060,HI494466,2019-01-03
L00000049162061,HI501814,2019-01-03
L00000049162062,HI511452,2019-01-03
L00000049162063,HI513968,2019-01-03
L00000049162064,HI518408,2019-01-03
L00000049162065,HI550641,2019-01-03
L00000049162066,HI574446,2019-01-03
L00000049162067,HI587459,2019-01-03
L00000049162068,HI599889,2019-01-03
L00000049162069,HI602995,2019-01-03
L00000049162070,HI609803,2019-01-03
L00000049162071,HI615448,2019-01-03
L00000049162072,HI628557,2019-01-03
L00000049162073,HI637811,2019-01-03
L00000049162074,HI728754,2019-01-03
L00000049162075,HI749446,2019-01-03
L00000049162076,HI764799,2019-01-03
L00000049162077,HI769940,2019-01-03
L00000049162078,HI777528,2019-01-03
L00000049162079,HI792024,2019-01-03
L00000049162080,HI841350,2019-01-03
L00000049162081,HI844112,2019-01-03
L00000049162082,HI859532,2019-01-03
L00000049162083,HI981240,2019-01-03
L00000049162084,HI994796,2019-01-03
L00000049162085,IK003033,2019-01-03
L00000049162086,IK005076,2019-01-03
L00000049162087,IK013644,2019-01-03
L00000049162088,IK018825,2019-01-03
L00000049162089,IK031542,2019-01-03
L00000049162090,IK037674,2019-01-03
L00000049162091,IK058141,2019-01-03
L00000049162092,IK066398,2019-01-03
L00000049162093,IK082424,2019-01-03
L00000049162094,IK083204,2019-01-03
L00000049162095,IK087573,2019-01-03
L00000049162096,IK102382,2019-01-03
L00000049162097,IK120435,2019-01-03
L00000049162098,IK123390,2019-01-03
L00000049162099,IK149763,2019-01-03
L00000049162100,IK166339,2019-01-03
L00000049162101,IK242206,2019-01-03
L00000049162102,IK254439,2019-01-03
L00000049162103,IK283032,2019-01-03
L00000049162104,IK297680,2019-01-03
L00000049162105,IK315500,2019-01-03
L00000049162106,IK320222,2019-01-03
L00000049162107,IK354474,2019-01-03
L00000049162108,IK373678,2019-01-03
L00000049162109,IK387954,2019-01-03
L00000049162110,IK390163,2019-01-03
L00000049162111,IK398825,2019-01-03
L00000049162112,IK406947,2019-01-03
L00000049162113,IK429188,2019-01-03
L00000049162114,IK433428,2019-01-03
L00000049162115,IK446815,2019-01-03
L00000049162116,IK461350,2019-01-03
L00000049162117,IK461411,2019-01-03
L00000049162118,IK480015,2019-01-03
L00000049162119,IK510241,2019-01-03
L00000049162120,IK510899,2019-01-03
L00000049162121,IK534014,2019-01-03
L00000049162122,IK584998,2019-01-03
L00000049162123,IK593766,2019-01-03
L00000049162124,IK619330,2019-01-03
L00000049162125,IK641262,2019-01-03
L00000049162126,IK653458,2019-01-03
L00000049162127,IK697663,2019-01-03
L00000049162128,IK749861,2019-01-03
L00000049162129,IK751678,2019-01-03
L00000049162130,IK761631,2019-01-03
L00000049162131,IK769245,2019-01-03
L00000049162132,IK820199,2019-01-03
L00000049162133,IK828809,2019-01-03
L00000049162134,IK853515,2019-01-03
L00000049162135,IK853780,2019-01-03
L00000049162136,IK861991,2019-01-03
L00000049162137,IK865460,2019-01-03
L00000049162138,IK867288,2019-01-03
L00000049162139,IK874524,2019-01-03
L00000049162140,IK907713,2019-01-03
L00000049162141,IK970822,2019-01-03
L00000049162142,IK972922,2019-01-03
L00000049162143,IK983460,2019-01-03
L00000049162144,IK990829,2019-01-03
L00000049162145,OA003002,2019-01-03
L00000049162146,OA018910,2019-01-03
L00000049162147,OA027325,2019-01-03
L00000049162148,OA061841,2019-01-03
L00000049162149,OA082154,2019-01-03
L00000049162150,OA113186,2019-01-03
L00000049162151,OA115840,2019-01-03
L00000049162152,OA116646,2019-01-03
L00000049162153,OA166132,2019-01-03
L00000049162154,OA197856,2019-01-03
L00000049162155,OA214272,2019-01-03
L00000049162156,OA225531,2019-01-03
L00000049162157,OA233706,2019-01-03
L00000049162158,OA245705,2019-01-03
L00000049162159,OA283367,2019-01-03
L00000049162160,OA304121,2019-01-03
L00000049162161,OA307560,2019-01-03
L00000049162162,OA328771,2019-01-03
L00000049162163,OA361949,2019-01-03
L00000049162164,OA375793,2019-01-03
L00000049162165,OA381610,2019-01-03
L00000049162166,OA410852,2019-01-03
L00000049162167,OA443238,2019-01-03
L00000049162168,OA467198,2019-01-03
L00000049162169,OA471356,2019-01-03
L00000049162170,OA472503,2019-01-03
L00000049162171,OA476099,2019-01-03
L00000049162172,OA484337,2019-01-03
L00000049162173,OA501813,2019-01-03
L00000049162174,OA511050,2019-01-03
L00000049162175,OA544396,2019-01-03
L00000049162176,OA554076,2019-01-03
L00000049162177,OA564097,2019-01-03
L00000049162178,OA575659,2019-01-03
L00000049162179,OA578672,2019-01-03
L00000049162180,OA604390,2019-01-03
L00000049162181,OA613034,2019-01-03
L00000049162182,OA620655,2019-01-03
L00000049162183,OA642994,2019-01-03
L00000049162184,OA719899,2019-01-03
L00000049162185,OA736727,2019-01-03
L00000049162186,OA763272,2019-01-03
L00000049162187,OA776086,2019-01-03
L00000049162188,OA779848,2019-01-03
L00000049162189,OA818294,2019-01-03
L00000049162190,OA818666,2019-01-03
L00000049162191,OA848183,2019-01-03
L00000049162192,OA862614,2019-01-03
L00000049162193,OA866679,2019-01-03
L00000049162194,OA869095,2019-01-03
L00000049162195,OA872586,2019-01-03
L00000049162196,OA912932,2019-01-03
L00000049162197,OA923215,2019-01-03
L00000049162198,OA940123,2019-01-03
L00000049162199,OA940460,2019-01-03
L00000049162200,OA953837,2019-01-03
L00000049162201,OA979523,2019-01-03
L00000049162202,OA983554,2019-01-03
L00000049162203,OA994859,2019-01-03
L00000049162204,PL003692,2019-01-03
L00000049162205,PL011886,2019-01-03
L00000049162206,PL013000,2019-01-03
L00000049162207,PL046877,2019-01-03
L00000049162208,PL081925,2019-01-03
L00000049162209,PL089632,2019-01-03
L00000049162210,PL102815,2019-01-03
L00000049162211,PL112227,2019-01-03
L00000049162212,PL150080,2019-01-03
L00000049162213,PL152339,2019-01-03
L00000049162214,PL201799,2019-01-03
L00000049162215,PL214225,2019-01-03
L00000049162216,PL221419,2019-01-03
L00000049162217,PL228159,2019-01-03
L00000049162218,PL251182,2019-01-03
L00000049162219,PL288896,2019-01-03
L00000049162220,PL294980,2019-01-03
L00000049162221,PL299549,2019-01-03
L00000049162222,PL303162,2019-01-03
L00000049162223,PL325020,2019-01-03
L00000049162224,PL337214,2019-01-03
L00000049162225,PL339883,2019-01-03
L00000049162226,PL353504,2019-01-03
L00000049162227,PL356645,2019-01-03
L00000049162228,PL392913,2019-01-03
L00000049162229,PL405819,2019-01-03
L00000049162230,PL407755,2019-01-03
L00000049162231,PL424051,2019-01-03
L00000049162232,PL430333,2019-01-03
L00000049162233,PL433500,2019-01-03
L00000049162234,PL445190,2019-01-03
L00000049162235,PL494564,2019-01-03
L00000049162236,PL558375,2019-01-03
L00000049162237,PL560620,2019-01-03
L00000049162238,PL572723,2019-01-03
L00000049162239,PL573375,2019-01-03
L00000049162240,PL613503,2019-01-03
L00000049162241,PL632024,2019-01-03
L00000049162242,PL635475,2019-01-03
L00000049162243,PL678909,2019-01-03
L00000049162244,PL695674,2019-01-03
L00000049162245,PL705609,2019-01-03
L00000049162246,PL731207,2019-01-03
L00000049162247,PL746077,2019-01-03
L00000049162248,PL764577,2019-01-03
L00000049162249,PL764756,2019-01-03
L00000049162250,PL783702,2019-01-03
L00000049162251,PL813822,2019-01-03
L00000049162252,PL820138,2019-01-03
L00000049162253,PL821971,2019-01-03
L00000049162254,PL848198,2019-01-03
L00000049162255,PL876696,2019-01-03
L00000049162256,PL883422,2019-01-03
L00000049162257,PL884599,2019-01-03
L00000049162258,PL928545,2019-01-03
L00000049162259,PL952431,2019-01-03
L00000049162260,PL969360,2019-01-03
L00000049162261,PL988813,2019-01-03
L00000049162262,PL995866,2019-01-03
L00000049162263,TS035648,2019-01-03
L00000049162264,TS037146,2019-01-03
L00000049162265,TS037478,2019-01-03
L00000049162266,TS044469,2019-01-03
L00000049162267,TS059971,2019-01-03
L00000049162268,TS134180,2019-01-03
L00000049162269,TS186877,2019-01-03
L00000049162270,TS209540,2019-01-03
L00000049162271,TS213950,2019-01-03
L00000049162272,TS217776,2019-01-03
L00000049162273,TS219902,2019-01-03
L00000049162274,TS236568,2019-01-03
L00000049162275,TS260662,2019-01-03
L00000049162276,TS278201,2019-01-03
L00000049162277,TS283431,2019-01-03
L00000049162278,TS300891,2019-01-03
L00000049162279,TS310889,2019-01-03
L00000049162280,TS321715,2019-01-03
L00000049162281,TS342811,2019-01-03
L00000049162282,TS357226,2019-01-03
L00000049162283,TS357747,2019-01-03
L00000049162284,TS362101,2019-01-03
L00000049162285,TS381496,2019-01-03
L00000049162286,TS416373,2019-01-03
L00000049162287,TS419694,2019-01-03
L00000049162288,TS437647,2019-01-03
L00000049162289,TS466629,2019-01-03
L00000049162290,TS493191,2019-01-03
L00000049162291,TS518383,2019-01-03
L00000049162292,TS551344,2019-01-03
L00000049162293,TS596869,2019-01-03
L00000049162294,TS600370,2019-01-03
L00000049162295,TS615394,2019-01-03
L00000049162296,TS637007,2019-01-03
L00000049162297,TS695571,2019-01-03
L00000049162298,TS707101,2019-01-03
L00000049162299,TS717160,2019-01-03
L00000049162300,TS721551,2019-01-03
L00000049162301,TS749639,2019-01-03
L00000049162302,TS763203,2019-01-03
L00000049162303,TS784450,2019-01-03
L00000049162304,TS790872,2019-01-03
L00000049162305,TS798292,2019-01-03
L00000049162306,TS800913,2019-01-03
L00000049162307,TS814460,2019-01-03
L00000049162308,TS821125,2019-01-03
L00000049162309,TS837282,2019-01-03
L00000049162310,TS861244,2019-01-03
L00000049162311,TS864496,2019-01-03
L00000049162312,TS871110,2019-01-03
L00000049162313,TS872315,2019-01-03
L00000049162314,TS877962,2019-01-03
L00000049162315,TS921837,2019-01-03
L00000049162316,TS922639,2019-01-03
L00000049162317,TS937124,2019-01-03
L00000049162318,TS957381,2019-01-03
L00000049162319,TS959147,2019-01-03
L00000049162320,TS972175,2019-01-03
L00000049162321,TS978415,2019-01-03
L00000049162322,TS985617,2019-01-03
L00000049162323,AS036678,2019-01-04
L00000049162324,AS060041,2019-01-04
L00000049162325,AS082596,2019-01-04
L00000049162326,AS105107,2019-01-04
L00000049162327,AS118198,2019-01-04
L00000049162328,AS124155,2019-01-04
L00000049162329,AS152185,2019-01-04
L00000049162330,AS172434,2019-01-04
L00000049162331,AS211927,2019-01-04
L00000049162332,AS217722,2019-01-04
L00000049162333,AS218636,2019-01-04
L00000049162334,AS240190,2019-01-04
L00000049162335,AS251112,2019-01-04
L00000049162336,AS275166,2019-01-04
L00000049162337,AS303294,2019-01-04
L00000049162338,AS306340,2019-01-04
L00000049162339,AS345469,2019-01-04
L00000049162340,AS349963,2019-01-04
L00000049162341,AS404579,2019-01-04
L00000049162342,AS436928,2019-01-04
L00000049162343,AS489357,2019-01-04
L00000049162344,AS517285,2019-01-04
L00000049162345,AS518169,2019-01-04
L00000049162346,AS534058,2019-01-04
L00000049162347,AS535481,2019-01-04
L00000049162348,AS569518,2019-01-04
L00000049162349,AS603613,2019-01-04
L00000049162350,AS609865,2019-01-04
L00000049162351,AS611649,2019-01-04
L00000049162352,AS614421,2019-01-04
L00000049162353,AS621407,2019-01-04
L00000049162354,AS650043,2019-01-04
L00000049162355,AS654830,2019-01-04
L00000049162356,AS693220,2019-01-04
L00000049162357,AS704643,2019-01-04
L00000049162358,AS710403,2019-01-04
L00000049162359,AS710637,2019-01-04
L00000049162360,AS719871,2019-01-04
L00000049162361,AS736503,2019-01-04
L00000049162362,AS741333,2019-01-04
L00000049162363,AS748245,2019-01-04
L00000049162364,AS779956,2019-01-04
L00000049162365,AS781999,2019-01-04
L00000049162366,AS790905,2019-01-04
L00000049162367,AS812685,2019-01-04
L00000049162368,AS826583,2019-01-04
L00000049162369,AS828426,2019-01-04
L00000049162370,AS841064,2019-01-04
L00000049162371,AS847598,2019-01-04
L00000049162372,AS859775,2019-01-04
L00000049162373,AS870817,2019-01-04
L00000049162374,AS886872,2019-01-04
L00000049162375,AS896608,2019-01-04
L00000049162376,AS906102,2019-01-04
L00000049162377,AS918754,2019-01-04
L00000049162378,AS933597,2019-01-04
L00000049162379,AS941998,2019-01-04
L00000049162380,AS942939,2019-01-04
L00000049162381,AS950313,2019-01-04
L00000049162382,AS969133,2019-01-04
L00000049162383,AS977127,2019-01-04
L00000049162384,AS993100,2019-01-04
L00000049162385,GD008122,2019-01-04
L00000049162386,GD010455,2019-01-04
L00000049162387,GD025393,2019-01-04
L00000049162388,GD064521,2019-01-04
L00000049162389,GD125079,2019-01-04
L00000049162390,GD139734,2019-01-04
L00000049162391,GD192337,2019-01-04
L00000049162392,GD194770,2019-01-04
L00000049162393,GD203795,2019-01-04
L00000049162394,GD214739,2019-01-04
L00000049162395,GD257904,2019-01-04
L00000049162396,GD260951,2019-01-04
L00000049162397,GD280871,2019-01-04
L00000049162398,GD295789,2019-01-04
L00000049162399,GD306378,2019-01-04
L00000049162400,GD322464,2019-01-04
L00000049162401,GD332889,2019-01-04
L00000049162402,GD341063,2019-01-04
L00000049162403,GD343618,2019-01-04
L00000049162404,GD375940,2019-01-04
L00000049162405,GD381952,2019-01-04
L00000049162406,GD394435,2019-01-04
L00000049162407,GD411680,2019-01-04
L00000049162408,GD439332,2019-01-04
L00000049162409,GD485258,2019-01-04
L00000049162410,GD488064,2019-01-04
L00000049162411,GD489148,2019-01-04
L00000049162412,GD537137,2019-01-04
L00000049162413,GD575423,2019-01-04
L00000049162414,GD582469,2019-01-04
L00000049162415,GD598089,2019-01-04
L00000049162416,GD608468,2019-01-04
L00000049162417,GD626486,2019-01-04
L00000049162418,GD672003,2019-01-04
L00000049162419,GD687670,2019-01-04
L00000049162420,GD751187,2019-01-04
L00000049162421,GD762671,2019-01-04
L00000049162422,GD763218,2019-01-04
L00000049162423,GD788700,2019-01-04
L00000049162424,GD806895,2019-01-04
L00000049162425,GD809807,2019-01-04
L00000049162426,GD813654,2019-01-04
L00000049162427,GD825687,2019-01-04
L00000049162428,GD843695,2019-01-04
L00000049162429,GD844529,2019-01-04
L00000049162430,GD873389,2019-01-04
L00000049162431,GD876521,2019-01-04
L00000049162432,GD877201,2019-01-04
L00000049162433,GD879805,2019-01-04
L00000049162434,GD883603,2019-01-04
L00000049162435,GD885447,2019-01-04
L00000049162436,GD893916,2019-01-04
L00000049162437,GD911056,2019-01-04
L00000049162438,GD943344,2019-01-04
L00000049162439,GD962470,2019-01-04
L00000049162440,GD967749,2019-01-04
L00000049162441,GD979485,2019-01-04
L00000049162442,GD984713,2019-01-04
L00000049162443,GD987989,2019-01-04
L00000049162444,GD991319,2019-01-04
L00000049162445,HD035366,2019-01-04
L00000049162446,HD071461,2019-01-04
L00000049162447,HD096925,2019-01-04
L00000049162448,HD096953,2019-01-04
L00000049162449,HD104614,2019-01-04
L00000049162450,HD139654,2019-01-04
L00000049162451,HD147072,2019-01-04
L00000049162452,HD163236,2019-01-04
L00000049162453,HD167407,2019-01-04
L00000049162454,HD188491,2019-01-04
L00000049162455,HD206448,2019-01-04
L00000049162456,HD216701,2019-01-04
L00000049162457,HD218552,2019-01-04
L00000049162458,HD245568,2019-01-04
L00000049162459,HD251544,2019-01-04
L00000049162460,HD256988,2019-01-04
L00000049162461,HD285695,2019-01-04
L00000049162462,HD290947,2019-01-04
L00000049162463,HD296157,2019-01-04
L00000049162464,HD321275,2019-01-04
L00000049162465,HD327582,2019-01-04
L00000049162466,HD347814,2019-01-04
L00000049162467,HD351414,2019-01-04
L00000049162468,HD359876,2019-01-04
L00000049162469,HD376302,2019-01-04
L00000049162470,HD379875,2019-01-04
L00000049162471,HD397050,2019-01-04
L00000049162472,HD408536,2019-01-04
L00000049162473,HD430949,2019-01-04
L00000049162474,HD437733,2019-01-04
L00000049162475,HD449288,2019-01-04
L00000049162476,HD456541,2019-01-04
L00000049162477,HD457136,2019-01-04
L00000049162478,HD487220,2019-01-04
L00000049162479,HD511288,2019-01-04
L00000049162480,HD523141,2019-01-04
L00000049162481,HD548971,2019-01-04
L00000049162482,HD552859,2019-01-04
L00000049162483,HD555581,2019-01-04
L00000049162484,HD556323,2019-01-04
L00000049162485,HD559223,2019-01-04
L00000049162486,HD561717,2019-01-04
L00000049162487,HD580454,2019-01-04
L00000049162488,HD620437,2019-01-04
L00000049162489,HD624279,2019-01-04
L00000049162490,HD642174,2019-01-04
L00000049162491,HD685879,2019-01-04
L00000049162492,HD707253,2019-01-04
L00000049162493,HD721014,2019-01-04
L00000049162494,HD734433,2019-01-04
L00000049162495,HD743252,2019-01-04
L00000049162496,HD759692,2019-01-04
L00000049162497,HD792156,2019-01-04
L00000049162498,HD799859,2019-01-04
L00000049162499,HD802475,2019-01-04
L00000049162500,HD831023,2019-01-04
L00000049162501,HD834387,2019-01-04
L00000049162502,HD862235,2019-01-04
L00000049162503,HD893022,2019-01-04
L00000049162504,HD894637,2019-01-04
L00000049162505,HD896111,2019-01-04
L00000049162506,HD901734,2019-01-04
L00000049162507,HD903528,2019-01-04
L00000049162508,HD961587,2019-01-04
L00000049162509,HD966829,2019-01-04
L00000049162510,HI020478,2019-01-04
L00000049162511,HI026335,2019-01-04
L00000049162512,HI057067,2019-01-04
L00000049162513,HI086872,2019-01-04
L00000049162514,HI093998,2019-01-04
L00000049162515,HI140097,2019-01-04
L00000049162516,HI150416,2019-01-04
L00000049162517,HI154843,2019-01-04
L00000049162518,HI201910,2019-01-04
L00000049162519,HI207778,2019-01-04
L00000049162520,HI213334,2019-01-04
L00000049162521,HI247770,2019-01-04
L00000049162522,HI263548,2019-01-04
L00000049162523,HI275161,2019-01-04
L00000049162524,HI288209,2019-01-04
L00000049162525,HI292442,2019-01-04
L00000049162526,HI305974,2019-01-04
L00000049162527,HI328204,2019-01-04
L00000049162528,HI372505,2019-01-04
L00000049162529,HI402688,2019-01-04
L00000049162530,HI421757,2019-01-04
L00000049162531,HI441612,2019-01-04
L00000049162532,HI450069,2019-01-04
L00000049162533,HI450576,2019-01-04
L00000049162534,HI477055,2019-01-04
L00000049162535,HI486531,2019-01-04
L00000049162536,HI486664,2019-01-04
L00000049162537,HI505696,2019-01-04
L00000049162538,HI516704,2019-01-04
L00000049162539,HI521002,2019-01-04
L00000049162540,HI525851,2019-01-04
L00000049162541,HI567520,2019-01-04
L00000049162542,HI570349,2019-01-04
L00000049162543,HI585606,2019-01-04
L00000049162544,HI587459,2019-01-04
L00000049162545,HI588457,2019-01-04
L00000049162546,HI594423,2019-01-04
L00000049162547,HI602995,2019-01-04
L00000049162548,HI611999,2019-01-04
L00000049162549,HI614861,2019-01-04
L00000049162550,HI631124,2019-01-04
L00000049162551,HI642668,2019-01-04
L00000049162552,HI650765,2019-01-04
L00000049162553,HI673538,2019-01-04
L00000049162554,HI679584,2019-01-04
L00000049162555,HI757006,2019-01-04
L00000049162556,HI804186,2019-01-04
L00000049162557,HI853357,2019-01-04
L00000049162558,HI861442,2019-01-04
L00000049162559,HI864084,2019-01-04
L00000049162560,HI878806,2019-01-04
L00000049162561,HI889198,2019-01-04
L00000049162562,HI921882,2019-01-04
L00000049162563,HI940182,2019-01-04
L00000049162564,HI958817,2019-01-04
L00000049162565,HI958991,2019-01-04
L00000049162566,HI963277,2019-01-04
L00000049162567,HI963858,2019-01-04
L00000049162568,HI969840,2019-01-04
L00000049162569,HI981240,2019-01-04
L00000049162570,HI999153,2019-01-04
L00000049162571,IK000432,2019-01-04
L00000049162572,IK010592,2019-01-04
L00000049162573,IK026319,2019-01-04
L00000049162574,IK028579,2019-01-04
L00000049162575,IK039344,2019-01-04
L00000049162576,IK051201,2019-01-04
L00000049162577,IK061114,2019-01-04
L00000049162578,IK077913,2019-01-04
L00000049162579,IK083204,2019-01-04
L00000049162580,IK086599,2019-01-04
L00000049162581,IK096992,2019-01-04
L00000049162582,IK125726,2019-01-04
L00000049162583,IK159809,2019-01-04
L00000049162584,IK174853,2019-01-04
L00000049162585,IK179300,2019-01-04
L00000049162586,IK180880,2019-01-04
L00000049162587,IK192713,2019-01-04
L00000049162588,IK205407,2019-01-04
L00000049162589,IK228318,2019-01-04
L00000049162590,IK228443,2019-01-04
L00000049162591,IK234815,2019-01-04
L00000049162592,IK250912,2019-01-04
L00000049162593,IK276561,2019-01-04
L00000049162594,IK297810,2019-01-04
L00000049162595,IK315500,2019-01-04
L00000049162596,IK322778,2019-01-04
L00000049162597,IK323455,2019-01-04
L00000049162598,IK354474,2019-01-04
L00000049162599,IK359438,2019-01-04
L00000049162600,IK371201,2019-01-04
L00000049162601,IK377403,2019-01-04
L00000049162602,IK379208,2019-01-04
L00000049162603,IK395179,2019-01-04
L00000049162604,IK398825,2019-01-04
L00000049162605,IK418585,2019-01-04
L00000049162606,IK429268,2019-01-04
L00000049162607,IK446815,2019-01-04
L00000049162608,IK453226,2019-01-04
L00000049162609,IK477438,2019-01-04
L00000049162610,IK520591,2019-01-04
L00000049162611,IK574425,2019-01-04
L00000049162612,IK594280,2019-01-04
L00000049162613,IK611614,2019-01-04
L00000049162614,IK615890,2019-01-04
L00000049162615,IK633711,2019-01-04
L00000049162616,IK638789,2019-01-04
L00000049162617,IK642724,2019-01-04
L00000049162618,IK657837,2019-01-04
L00000049162619,IK670283,2019-01-04
L00000049162620,IK732196,2019-01-04
L00000049162621,IK732316,2019-01-04
L00000049162622,IK733351,2019-01-04
L00000049162623,IK743897,2019-01-04
L00000049162624,IK750625,2019-01-04
L00000049162625,IK755601,2019-01-04
L00000049162626,IK775424,2019-01-04
L00000049162627,IK799332,2019-01-04
L00000049162628,IK802877,2019-01-04
L00000049162629,IK803368,2019-01-04
L00000049162630,IK866321,2019-01-04
L00000049162631,IK881709,2019-01-04
L00000049162632,IK927405,2019-01-04
L00000049162633,IK929378,2019-01-04
L00000049162634,IK936381,2019-01-04
L00000049162635,IK938961,2019-01-04
L00000049162636,IK970822,2019-01-04
L00000049162637,IK972922,2019-01-04
L00000049162638,IK975392,2019-01-04
L00000049162639,IK979398,2019-01-04
L00000049162640,IK980021,2019-01-04
L00000049162641,IK980980,2019-01-04
L00000049162642,IK999111,2019-01-04
L00000049162643,OA003002,2019-01-04
L00000049162644,OA004129,2019-01-04
L00000049162645,OA020996,2019-01-04
L00000049162646,OA027325,2019-01-04
L00000049162647,OA061430,2019-01-04
L00000049162648,OA072075,2019-01-04
L00000049162649,OA082783,2019-01-04
L00000049162650,OA096118,2019-01-04
L00000049162651,OA098556,2019-01-04
L00000049162652,OA100873,2019-01-04
L00000049162653,OA116646,2019-01-04
L00000049162654,OA129113,2019-01-04
L00000049162655,OA152987,2019-01-04
L00000049162656,OA154669,2019-01-04
L00000049162657,OA190016,2019-01-04
L00000049162658,OA197856,2019-01-04
L00000049162659,OA207651,2019-01-04
L00000049162660,OA214272,2019-01-04
L00000049162661,OA228506,2019-01-04
L00000049162662,OA236087,2019-01-04
L00000049162663,OA241119,2019-01-04
L00000049162664,OA248247,2019-01-04
L00000049162665,OA251022,2019-01-04
L00000049162666,OA251840,2019-01-04
L00000049162667,OA252665,2019-01-04
L00000049162668,OA255039,2019-01-04
L00000049162669,OA290803,2019-01-04
L00000049162670,OA295880,2019-01-04
L00000049162671,OA304121,2019-01-04
L00000049162672,OA309867,2019-01-04
L00000049162673,OA310354,2019-01-04
L00000049162674,OA327486,2019-01-04
L00000049162675,OA332032,2019-01-04
L00000049162676,OA375793,2019-01-04
L00000049162677,OA398636,2019-01-04
L00000049162678,OA410852,2019-01-04
L00000049162679,OA419310,2019-01-04
L00000049162680,OA423930,2019-01-04
L00000049162681,OA426023,2019-01-04
L00000049162682,OA440389,2019-01-04
L00000049162683,OA484479,2019-01-04
L00000049162684,OA500792,2019-01-04
L00000049162685,OA504016,2019-01-04
L00000049162686,OA510985,2019-01-04
L00000049162687,OA544396,2019-01-04
L00000049162688,OA557824,2019-01-04
L00000049162689,OA575659,2019-01-04
L00000049162690,OA641335,2019-01-04
L00000049162691,OA689083,2019-01-04
L00000049162692,OA689729,2019-01-04
L00000049162693,OA705805,2019-01-04
L00000049162694,OA712919,2019-01-04
L00000049162695,OA732282,2019-01-04
L00000049162696,OA736386,2019-01-04
L00000049162697,OA758034,2019-01-04
L00000049162698,OA768446,2019-01-04
L00000049162699,OA786284,2019-01-04
L00000049162700,OA795599,2019-01-04
L00000049162701,OA802798,2019-01-04
L00000049162702,OA808374,2019-01-04
L00000049162703,OA812079,2019-01-04
L00000049162704,OA814667,2019-01-04
L00000049162705,OA818666,2019-01-04
L00000049162706,OA832624,2019-01-04
L00000049162707,OA854705,2019-01-04
L00000049162708,OA861332,2019-01-04
L00000049162709,OA869840,2019-01-04
L00000049162710,OA871608,2019-01-04
L00000049162711,OA892107,2019-01-04
L00000049162712,OA901027,2019-01-04
L00000049162713,OA911569,2019-01-04
L00000049162714,OA959837,2019-01-04
L00000049162715,OA962428,2019-01-04
L00000049162716,OA965409,2019-01-04
L00000049162717,OA974876,2019-01-04
L00000049162718,OA982505,2019-01-04
L00000049162719,OA996311,2019-01-04
L00000049162720,PL003181,2019-01-04
L00000049162721,PL013000,2019-01-04
L00000049162722,PL013667,2019-01-04
L00000049162723,PL020821,2019-01-04
L00000049162724,PL046622,2019-01-04
L00000049162725,PL049709,2019-01-04
L00000049162726,PL053548,2019-01-04
L00000049162727,PL057547,2019-01-04
L00000049162728,PL085479,2019-01-04
L00000049162729,PL112670,2019-01-04
L00000049162730,PL117922,2019-01-04
L00000049162731,PL127975,2019-01-04
L00000049162732,PL144435,2019-01-04
L00000049162733,PL174258,2019-01-04
L00000049162734,PL188221,2019-01-04
L00000049162735,PL214225,2019-01-04
L00000049162736,PL215097,2019-01-04
L00000049162737,PL217190,2019-01-04
L00000049162738,PL245159,2019-01-04
L00000049162739,PL255598,2019-01-04
L00000049162740,PL256725,2019-01-04
L00000049162741,PL294980,2019-01-04
L00000049162742,PL327386,2019-01-04
L00000049162743,PL333517,2019-01-04
L00000049162744,PL337214,2019-01-04
L00000049162745,PL342449,2019-01-04
L00000049162746,PL355994,2019-01-04
L00000049162747,PL382309,2019-01-04
L00000049162748,PL400581,2019-01-04
L00000049162749,PL432893,2019-01-04
L00000049162750,PL435064,2019-01-04
L00000049162751,PL458124,2019-01-04
L00000049162752,PL459045,2019-01-04
L00000049162753,PL471336,2019-01-04
L00000049162754,PL479702,2019-01-04
L00000049162755,PL500772,2019-01-04
L00000049162756,PL502982,2019-01-04
L00000049162757,PL505814,2019-01-04
L00000049162758,PL507166,2019-01-04
